File Name,Sample Type
normal_001.csv,0
normal_003.csv,0
normal_005.csv,0
normal_006.csv,0
normal_007.csv,0
normal_008.csv,0
normal_009.csv,0
normal_010.csv,0
normal_011.csv,0
normal_013.csv,0
normal_016.csv,0
normal_018.csv,0
normal_019.csv,0
normal_020.csv,0
normal_025.csv,0
normal_026.csv,0
normal_027.csv,0
normal_031.csv,0
normal_032.csv,0
normal_033.csv,0
normal_036.csv,0
normal_037.csv,0
normal_039.csv,0
normal_040.csv,0
normal_041.csv,0
normal_043.csv,0
normal_044.csv,0
normal_045.csv,0
normal_046.csv,0
normal_047.csv,0
normal_048.csv,0
normal_049.csv,0
normal_056.csv,0
normal_057.csv,0
normal_060.csv,0
normal_063.csv,0
normal_064.csv,0
normal_065.csv,0
normal_068.csv,0
normal_069.csv,0
normal_071.csv,0
normal_072.csv,0
normal_078.csv,0
normal_079.csv,0
normal_081.csv,0
normal_083.csv,0
normal_084.csv,0
normal_085.csv,0
normal_087.csv,0
normal_089.csv,0
normal_093.csv,0
normal_096.csv,0
normal_099.csv,0
normal_100.csv,0
normal_101.csv,0
normal_103.csv,0
normal_104.csv,0
normal_107.csv,0
normal_108.csv,0
normal_109.csv,0
normal_111.csv,0
normal_112.csv,0
normal_116.csv,0
normal_120.csv,0
normal_121.csv,0
normal_123.csv,0
normal_124.csv,0
normal_126.csv,0
normal_128.csv,0
normal_129.csv,0
normal_130.csv,0
normal_131.csv,0
normal_132.csv,0
normal_137.csv,0
normal_138.csv,0
normal_141.csv,0
normal_143.csv,0
normal_144.csv,0
normal_146.csv,0
normal_147.csv,0
normal_150.csv,0
normal_151.csv,0
normal_152.csv,0
normal_153.csv,0
normal_155.csv,0
normal_157.csv,0
normal_158.csv,0
normal_159.csv,0
normal_160.csv,0
tumor_001.csv,1
tumor_002.csv,1
tumor_004.csv,1
tumor_005.csv,1
tumor_006.csv,1
tumor_008.csv,1
tumor_010.csv,1
tumor_012.csv,1
tumor_015.csv,1
tumor_017.csv,1
tumor_020.csv,1
tumor_021.csv,1
tumor_023.csv,1
tumor_024.csv,1
tumor_026.csv,1
tumor_029.csv,1
tumor_031.csv,1
tumor_033.csv,1
tumor_034.csv,1
tumor_035.csv,1
tumor_036.csv,1
tumor_039.csv,1
tumor_041.csv,1
tumor_046.csv,1
tumor_047.csv,1
tumor_048.csv,1
tumor_049.csv,1
tumor_050.csv,1
tumor_051.csv,1
tumor_052.csv,1
tumor_053.csv,1
tumor_054.csv,1
tumor_056.csv,1
tumor_057.csv,1
tumor_058.csv,1
tumor_059.csv,1
tumor_061.csv,1
tumor_062.csv,1
tumor_063.csv,1
tumor_064.csv,1
tumor_065.csv,1
tumor_067.csv,1
tumor_068.csv,1
tumor_069.csv,1
tumor_070.csv,1
tumor_071.csv,1
tumor_072.csv,1
tumor_074.csv,1
tumor_075.csv,1
tumor_076.csv,1
tumor_077.csv,1
tumor_079.csv,1
tumor_081.csv,1
tumor_082.csv,1
tumor_083.csv,1
tumor_084.csv,1
tumor_085.csv,1
tumor_087.csv,1
tumor_092.csv,1
tumor_093.csv,1
tumor_095.csv,1
tumor_097.csv,1
tumor_098.csv,1
tumor_099.csv,1
tumor_100.csv,1
tumor_101.csv,1
tumor_102.csv,1
tumor_103.csv,1
tumor_104.csv,1
tumor_105.csv,1
tumor_106.csv,1
tumor_107.csv,1
tumor_108.csv,1
tumor_110.csv,1
tumor_111.csv,1
test_001.csv,1
test_002.csv,1
test_003.csv,0
test_005.csv,0
test_006.csv,0
test_007.csv,0
test_008.csv,1
test_009.csv,0
test_011.csv,1
test_013.csv,1
test_014.csv,0
test_016.csv,1
test_018.csv,0
test_020.csv,0
test_021.csv,1
test_024.csv,0
test_027.csv,1
test_028.csv,0
test_030.csv,1
test_032.csv,0
test_035.csv,0
test_038.csv,1
test_039.csv,0
test_040.csv,1
test_041.csv,0
test_042.csv,0
test_043.csv,0
test_044.csv,0
test_046.csv,1
test_054.csv,0
test_056.csv,0
test_057.csv,0
test_059.csv,0
test_061.csv,1
test_063.csv,0
test_064.csv,1
test_066.csv,1
test_067.csv,0
test_068.csv,1
test_070.csv,0
test_071.csv,1
test_074.csv,1
test_075.csv,1
test_077.csv,0
test_078.csv,0
test_079.csv,1
test_080.csv,0
test_081.csv,0
test_082.csv,1
test_083.csv,0
test_085.csv,0
test_087.csv,0
test_089.csv,0
test_091.csv,0
test_094.csv,1
test_096.csv,0
test_099.csv,1
test_100.csv,0
test_101.csv,0
test_102.csv,1
test_106.csv,0
test_107.csv,0
test_110.csv,1
test_112.csv,0
test_113.csv,1
test_115.csv,0
test_117.csv,1
test_118.csv,0
test_119.csv,0
test_120.csv,0
test_121.csv,1
test_122.csv,1
test_123.csv,0
test_124.csv,0
test_125.csv,0
